project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_project	archive_accession
Rampelli2021	2021	10.1038/s42003-021-01689-y	El Salt	38.687	-0.508	Spain	XI	Homo sapiens neanderthalensis	52300	10.1038/s42003-021-01689-y	gut	sediment	ENA	PRJEB41665	ERS5428045
Witt2021	2021	10.1038/s41598-021-82362-6	East Saint Louis (11S706), Cahokia, Illinois	38.64	-90.15	USA	ESL 3382-166 (cop_ESL166)	Canis lupus	950	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205534
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 7298-2 (cop_JBG82)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205533
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 6227-15 (cop_JBG15)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205532
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 5146-2 (cop_JBG462)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205531
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 2589-10 (cop_JBG10)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205530
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 2240-4 (cop_JBG4)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205529
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 1131-29 (cop_JBG29)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205527
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 1045-13 (cop_JBG13)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205516
Witt2021	2021	10.1038/s41598-021-82362-6	Janey B. Goode (11S1232), Brooklyn, Illinois	38.65	-90.17	USA	JBG 750-16 (cop_JBG16)	Canis lupus	850	10.1038/s41598-021-82362-6	gut	palaeofaeces	SRA	PRJNA657304	SRS7205515
Wibowo2021	2021	10.1038/s41586-021-03532-0	Boomerang Shelter	37.5	-109.8	USA	UT30.3	Homo sapiens	1900	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300636
Wibowo2021	2021	10.1038/s41586-021-03532-0	Boomerang Shelter	37.5	-109.8	USA	UT43.2	Homo sapiens	2000	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300648
Wibowo2021	2021	10.1038/s41586-021-03532-0	Arid West Cave	37.5	-110.0	USA	AW107 / AZ107	Homo sapiens	1500	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300659
Wibowo2021	2021	10.1038/s41586-021-03532-0	Arid West Cave	37.5	-110.0	USA	AW108 / AZ108	Homo sapiens	1400	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300666
Wibowo2021	2021	10.1038/s41586-021-03532-0	Arid West Cave	37.5	-110.0	USA	AW110A/ AZ110A	Homo sapiens	1400	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300667
Wibowo2021	2021	10.1038/s41586-021-03532-0	Cueva de los Muertos Chiquitos (Zape)	25.771	-105.786	Mexico	Zape1	Homo sapiens	1100	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300670
Wibowo2021	2021	10.1038/s41586-021-03532-0	Cueva de los Muertos Chiquitos (Zape)	25.771	-105.786	Mexico	Zape2	Homo sapiens	1200	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300669
Wibowo2021	2021	10.1038/s41586-021-03532-0	Cueva de los Muertos Chiquitos (Zape)	25.771	-105.786	Mexico	Zape3	Homo sapiens	1300	10.1038/s41586-021-03532-0	gut	palaeofaeces	SRA	PRJNA561510	SRS5300638
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME002.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774378
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME003.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774379
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME005.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774380
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME007.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774381
FellowsYates2021	2021	10.1073/pnas.2021655118	Ometepe Island	11.41	-85.53	Nicaragua	OME009.A	Alouatta palliata	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774382
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Karisimbi	-1.5	29.45	Democratic Republic of the Congo	MTK001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774383
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774384
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM002.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774385
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM003.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774386
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM004.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774387
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM005.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774388
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM006.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774389
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM008.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774390
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM009.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774391
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM011.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774392
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM012.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774393
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM013.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774394
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS001.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774395
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS002.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774396
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Sabyinyo	-1.5	29.45	Democratic Republic of the Congo	MTS003.A	Gorilla beringei beringei	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774397
FellowsYates2021	2021	10.1073/pnas.2021655118	Mount Mikeno	-1.46	29.42	Democratic Republic of the Congo	MTM010.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774398
FellowsYates2021	2021	10.1073/pnas.2021655118	Abong Mbong	3.98	13.18	Cameroon	ABM006.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774399
FellowsYates2021	2021	10.1073/pnas.2021655118	Djaposten	3.41	13.53	Cameroon	DJA002.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774400
FellowsYates2021	2021	10.1073/pnas.2021655118	Ebolwa	2.91	11.15	Cameroon	EBO001.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774401
FellowsYates2021	2021	10.1073/pnas.2021655118	Ebolwa	2.91	11.15	Cameroon	EBO003.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774402
FellowsYates2021	2021	10.1073/pnas.2021655118	Not specified	NA	NA	Democratic Republic of the Congo	GDC002.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774403
FellowsYates2021	2021	10.1073/pnas.2021655118	Not specified	NA	NA	Democratic Republic of the Congo	GDC004.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774404
FellowsYates2021	2021	10.1073/pnas.2021655118	Not specified	NA	NA	Democratic Republic of the Congo	GDC005.A	Gorilla gorilla gorilla	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774405
FellowsYates2021	2021	10.1073/pnas.2021655118	Lubero	1.45	25.27	Democratic Republic of the Congo	LOB001.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774406
FellowsYates2021	2021	10.1073/pnas.2021655118	Bitule	-0.56	27.03	Democratic Republic of the Congo	BIT001.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774407
FellowsYates2021	2021	10.1073/pnas.2021655118	Foret de Maniema	NA	NA	Democratic Republic of the Congo	FDM001.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774408
FellowsYates2021	2021	10.1073/pnas.2021655118	Ibatsero	-0.06	29.16	Democratic Republic of the Congo	IBA001.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774409
FellowsYates2021	2021	10.1073/pnas.2021655118	Ibatsero	-0.06	29.16	Democratic Republic of the Congo	IBA002.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774410
FellowsYates2021	2021	10.1073/pnas.2021655118	Walikale	NA	NA	Democratic Republic of the Congo	WAL001.A	Gorilla beringei graueri	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774411
FellowsYates2021	2021	10.1073/pnas.2021655118	Nimba	NA	NA	Liberia	CDC005.A	Pan troglodytes verus	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774412
FellowsYates2021	2021	10.1073/pnas.2021655118	Nimba	NA	NA	Liberia	CDC006.A	Pan troglodytes verus	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774413
FellowsYates2021	2021	10.1073/pnas.2021655118	Nimba	NA	NA	Liberia	CDC007.A	Pan troglodytes verus	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774414
FellowsYates2021	2021	10.1073/pnas.2021655118	Nimba	NA	NA	Liberia	CDC008.A	Pan troglodytes verus	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774415
FellowsYates2021	2021	10.1073/pnas.2021655118	Nimba	NA	NA	Liberia	CDC009.A	Pan troglodytes verus	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774416
FellowsYates2021	2021	10.1073/pnas.2021655118	Nimba	NA	NA	Liberia	CDC010.A	Pan troglodytes verus	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774417
FellowsYates2021	2021	10.1073/pnas.2021655118	Nimba	NA	NA	Liberia	CDC011.A	Pan troglodytes verus	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774418
FellowsYates2021	2021	10.1073/pnas.2021655118	Kanyawara, Kibale National Park	0.48	30.38	Uganda	KNP001.A	Pan troglodytes schweinfurthii	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774419
FellowsYates2021	2021	10.1073/pnas.2021655118	Kanyawara, Kibale National Park	0.48	30.38	Uganda	KNP003.A	Pan troglodytes schweinfurthii	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774420
FellowsYates2021	2021	10.1073/pnas.2021655118	Kanyawara, Kibale National Park	0.48	30.38	Uganda	KNP004.A	Pan troglodytes schweinfurthii	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774421
FellowsYates2021	2021	10.1073/pnas.2021655118	Ngogo, Kibale National Park	0.48	30.38	Uganda	KNP005.A	Pan troglodytes schweinfurthii	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774422
FellowsYates2021	2021	10.1073/pnas.2021655118	Kanyanchu, Kibale National Park	0.48	30.38	Uganda	KNP006.A	Pan troglodytes schweinfurthii	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774423
FellowsYates2021	2021	10.1073/pnas.2021655118	Kanyawara, Kibale National Park	0.48	30.38	Uganda	KNP007.A	Pan troglodytes schweinfurthii	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774424
FellowsYates2021	2021	10.1073/pnas.2021655118	Kanyawara, Kibale National Park	0.48	30.38	Uganda	KNP009.A	Pan troglodytes schweinfurthii	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774425
FellowsYates2021	2021	10.1073/pnas.2021655118	Abong Mbong	3.98	13.18	Cameroon	ABM007.A	Pan troglodytes ellioti	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774426
FellowsYates2021	2021	10.1073/pnas.2021655118	Abong Mbong	3.98	13.18	Cameroon	ABM008.A	Pan troglodytes ellioti	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774427
FellowsYates2021	2021	10.1073/pnas.2021655118	Djaposten	3.41	13.53	Cameroon	DJA006.A	Pan troglodytes ellioti	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774428
FellowsYates2021	2021	10.1073/pnas.2021655118	Djaposten	3.41	13.53	Cameroon	DJA007.A	Pan troglodytes ellioti	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774429
FellowsYates2021	2021	10.1073/pnas.2021655118	Ebolwa	2.91	11.15	Cameroon	EBO008.A	Pan troglodytes ellioti	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774430
FellowsYates2021	2021	10.1073/pnas.2021655118	Ebolwa	2.91	11.15	Cameroon	EBO009.A	Pan troglodytes ellioti	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774431
FellowsYates2021	2021	10.1073/pnas.2021655118	Banyoles	42.119	2.766	Spain	BAN001.A	Homo sapiens neanderthalensis	66000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774432
FellowsYates2021	2021	10.1073/pnas.2021655118	Fumane Cave	45.591	10.905	Italy	FUM001.A	Homo sapiens neanderthalensis	49000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774433
FellowsYates2021	2021	10.1073/pnas.2021655118	Fumane Cave	45.591	10.905	Italy	FUM002.A	Homo sapiens neanderthalensis	48000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774434
FellowsYates2021	2021	10.1073/pnas.2021655118	Fumane Cave	45.591	10.905	Italy	FUM003.A	Homo sapiens neanderthalensis	48000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774435
FellowsYates2021	2021	10.1073/pnas.2021655118	De Nadale Cave	45.442	11.518	Italy	GDN001.A	Homo sapiens neanderthalensis	70000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774436
FellowsYates2021	2021	10.1073/pnas.2021655118	De Nadale Cave	45.442	11.518	Italy	GDN001.B	Homo sapiens neanderthalensis	70000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774437
FellowsYates2021	2021	10.1073/pnas.2021655118	Goyet, Troisième caverne	50.433	5.0	Belgium	GOY005.A	Homo sapiens neanderthalensis	42800	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774438
FellowsYates2021	2021	10.1073/pnas.2021655118	Goyet, Troisième caverne	50.433	5.0	Belgium	GOY006.A	Homo sapiens neanderthalensis	42800	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774439
FellowsYates2021	2021	10.1073/pnas.2021655118	La Güelga	43.314	-5.066	Spain	GUE001.A	Homo sapiens neanderthalensis	44000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774440
FellowsYates2021	2021	10.1073/pnas.2021655118	Pesturina Cave	43.166	21.9	Serbia	PES001.B	Homo sapiens neanderthalensis	102000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774441
FellowsYates2021	2021	10.1073/pnas.2021655118	Sima de las Palomas del Cabezo Gordo	37.743	-0.953	Spain	SPM001.A	Homo sapiens neanderthalensis	55000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774442
FellowsYates2021	2021	10.1073/pnas.2021655118	Sima de las Palomas del Cabezo Gordo	37.743	-0.953	Spain	SPM002.A	Homo sapiens neanderthalensis	55000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774443
FellowsYates2021	2021	10.1073/pnas.2021655118	Cueva de Valdegoba	42.541	-0.086	Spain	VLD001.A	Homo sapiens neanderthalensis	48000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774444
FellowsYates2021	2021	10.1073/pnas.2021655118	Cueva del Boquete de Zafarraya	36.951	-4.127	Spain	ZAF001.A	Homo sapiens neanderthalensis	46000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774445
FellowsYates2021	2021	10.1073/pnas.2021655118	Oakhurst	-33.9	22.5	South Africa	OAK001.A	Homo sapiens	5500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774446
FellowsYates2021	2021	10.1073/pnas.2021655118	Oakhurst	-33.9	22.5	South Africa	OAK002.A	Homo sapiens	6100	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774447
FellowsYates2021	2021	10.1073/pnas.2021655118	Oakhurst	-33.9	22.5	South Africa	OAK003.A	Homo sapiens	6200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774448
FellowsYates2021	2021	10.1073/pnas.2021655118	Oakhurst	-33.9	22.5	South Africa	OAK004.A	Homo sapiens	6400	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774449
FellowsYates2021	2021	10.1073/pnas.2021655118	Oakhurst	-33.9	22.5	South Africa	OAK005.A	Homo sapiens	7500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774450
FellowsYates2021	2021	10.1073/pnas.2021655118	Taforalt (Grotte des Pigeons)	34.814	-2.404	Morocco	TAF008.B	Homo sapiens	14500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774451
FellowsYates2021	2021	10.1073/pnas.2021655118	Taforalt (Grotte des Pigeons)	34.814	-2.404	Morocco	TAF016.B	Homo sapiens	14500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774452
FellowsYates2021	2021	10.1073/pnas.2021655118	Taforalt (Grotte des Pigeons)	34.814	-2.404	Morocco	TAF017.A	Homo sapiens	14500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774453
FellowsYates2021	2021	10.1073/pnas.2021655118	Taforalt (Grotte des Pigeons)	34.814	-2.404	Morocco	TAF017.C	Homo sapiens	14500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774454
FellowsYates2021	2021	10.1073/pnas.2021655118	Taforalt (Grotte des Pigeons)	34.814	-2.404	Morocco	TAF017.E	Homo sapiens	14500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774455
FellowsYates2021	2021	10.1073/pnas.2021655118	Taforalt (Grotte des Pigeons)	34.814	-2.404	Morocco	TAF018.A	Homo sapiens	14500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774456
FellowsYates2021	2021	10.1073/pnas.2021655118	Taforalt (Grotte des Pigeons)	34.814	-2.404	Morocco	TAF018.B	Homo sapiens	14500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774457
FellowsYates2021	2021	10.1073/pnas.2021655118	El Collado	38.919	-0.121	Spain	ECO002.B	Homo sapiens	9500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774458
FellowsYates2021	2021	10.1073/pnas.2021655118	El Collado	38.919	-0.121	Spain	ECO002.C	Homo sapiens	9500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774459
FellowsYates2021	2021	10.1073/pnas.2021655118	El Collado	38.919	-0.121	Spain	ECO004.B	Homo sapiens	9300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774460
FellowsYates2021	2021	10.1073/pnas.2021655118	El Collado	38.919	-0.121	Spain	ECO004.C	Homo sapiens	9300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774461
FellowsYates2021	2021	10.1073/pnas.2021655118	El Collado	38.919	-0.121	Spain	ECO006.B	Homo sapiens	9300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774462
FellowsYates2021	2021	10.1073/pnas.2021655118	El Collado	38.919	-0.121	Spain	ECO010.B	Homo sapiens	9000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774463
FellowsYates2021	2021	10.1073/pnas.2021655118	El Mirón	38.919	-0.121	Spain	EMN001.A	Homo sapiens	9000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774464
FellowsYates2021	2021	10.1073/pnas.2021655118	Mota	7.29	37.47	Ethiopia	MOA001.A	Homo sapiens	4500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774465
FellowsYates2021	2021	10.1073/pnas.2021655118	Dolní Věstonice II	48.883	16.65	Czechia	DLV001.A	Homo sapiens	31000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774466
FellowsYates2021	2021	10.1073/pnas.2021655118	Dolní Věstonice II	48.883	16.650086	Czechia	DLV002.A	Homo sapiens	31000	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774467
FellowsYates2021	2021	10.1073/pnas.2021655118	Größe Ofnethöhle	48.818	10.45	Germany	OFN001.A	Homo sapiens	9200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774468
FellowsYates2021	2021	10.1073/pnas.2021655118	Pavlov I	48.873	16.672	Czechia	PLV001.A	Homo sapiens	29500	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774469
FellowsYates2021	2021	10.1073/pnas.2021655118	Grotte de Rigney	47.383	6.166	France	RIG001.A	Homo sapiens	15400	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774470
FellowsYates2021	2021	10.1073/pnas.2021655118	Essaouira (Mogador)	31.51	-9.76	Morocco	ESA003.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774471
FellowsYates2021	2021	10.1073/pnas.2021655118	Essaouira (Mogador)	31.51	-9.76	Morocco	ESA004.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774472
FellowsYates2021	2021	10.1073/pnas.2021655118	Essaouira (Mogador)	31.51	-9.76	Morocco	ESA006.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774473
FellowsYates2021	2021	10.1073/pnas.2021655118	Essaouira (Mogador)	31.51	-9.76	Morocco	ESA007.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774474
FellowsYates2021	2021	10.1073/pnas.2021655118	Essaouira (Mogador)	31.51	-9.76	Morocco	ESA008.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774475
FellowsYates2021	2021	10.1073/pnas.2021655118	Unknown (Basque Pyranees region)	43.04	-2.67	Spain	BSQ001.A	Homo sapiens	200	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774476
FellowsYates2021	2021	10.1073/pnas.2021655118	Lisbon Metropolitan Area, Portugal	31.51	-9.76	Portugal	LIS001.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774477
FellowsYates2021	2021	10.1073/pnas.2021655118	Lisbon Metropolitan Area, Portugal	31.51	-9.76	Portugal	LIS002.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774478
FellowsYates2021	2021	10.1073/pnas.2021655118	Lisbon Metropolitan Area, Portugal	31.51	-9.76	Portugal	LIS003.A	Homo sapiens	300	10.1073/pnas.2021655118	oral	dental calculus	ENA	PRJEB34569	ERS3774479
