project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	singlegenome_domain	singlegenome_species	material	genome_type	collection_date	archive	data_type	archive_accession	run_accession	library_layout	fastq_ftp
Kay2015	2015	10.1038/ncomms7717	Dominican church of Vác	47.777	19.127	Hungary	body_80	Homo sapiens	100	10.1038/ncomms7717	bacteria	Mycobacterium tuberculosis	thoracic segment of trunk	chromosome	NA	ENA	raw	ERS563408	ERR651003	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR651/ERR651003/ERR651003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR651/ERR651003/ERR651003_2.fastq.gz
Kay2015	2015	10.1038/ncomms7717	Dominican church of Vác	47.777	19.127	Hungary	body_23	Homo sapiens	200	10.1038/ncomms7717	bacteria	Mycobacterium tuberculosis	abdomen	chromosome	NA	ENA	raw	ERS563378, ERS563379	ERR650974	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/ERR650974/ERR650974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR650/ERR650974/ERR650974_2.fastq.gz
Kay2015	2015	10.1038/ncomms7717	Dominican church of Vác	47.777	19.127	Hungary	body_92	Homo sapiens	200	10.1038/ncomms7717	bacteria	Mycobacterium tuberculosis	thoracic segment of trunk	chromosome	NA	ENA	raw	ERS563409	ERR651004	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR651/ERR651004/ERR651004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR651/ERR651004/ERR651004_2.fastq.gz
vanDorp2020	2020	10.1093/molbev/msz264	Sant Jaume d’Enveja	40.705	0.727	Spain	Ebro-1944	Homo sapiens	100	10.1093/molbev/msz264	eukaryota	Plasmodium vivax	blood	chromosome	NA	ENA	raw	ERS3037135,ERS3037137,ERS3037139,ERS3037136,ERS3037140,ERS3037138,ERS3037141	ERR3651363	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR365/003/ERR3651363/ERR3651363.fastq.gz
Kerudin2019	2019	10.1016/j.jas.2019.105035	Hospital of  St  James and  St  Mary Magdalene	50.842	-0.759	United Kingdom	C21	Homo sapiens	400	10.1016/j.jas.2019.105035	bacteria	Mycobacterium leprae	bone	chromosome	NA	ENA	raw	ERS3908875	ERR3611144	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3611144/ERR3611144.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3611144/ERR3611144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3611144/ERR3611144_2.fastq.gz
Kerudin2019	2019	10.1016/j.jas.2019.105035	Hospital of  St  James and  St  Mary Magdalene	50.842	-0.759	United Kingdom	C48	Homo sapiens	400	10.1016/j.jas.2019.105035	bacteria	Mycobacterium leprae	bone	chromosome	NA	ENA	raw	ERS3908876	ERR3611145	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3611145/ERR3611145.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3611145/ERR3611145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3611145/ERR3611145_2.fastq.gz
Kerudin2019	2019	10.1016/j.jas.2019.105035	Raunds Furnells cemetary	52.349	-0.534	United Kingdom	R5046	Homo sapiens	800	10.1016/j.jas.2019.105035	bacteria	Mycobacterium leprae	bone	chromosome	NA	ENA	raw	ERS3908877	ERR3611146	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3611146/ERR3611146.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3611146/ERR3611146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3611146/ERR3611146_2.fastq.gz
Worobey2016	2016	10.1038/nature19827	San Francisco Cohort	37.77	-122.42	USA	SF73	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
Worobey2016	2016	10.1038/nature19827	San Francisco Cohort	37.77	-122.42	USA	SF74	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
Worobey2016	2016	10.1038/nature19827	San Francisco Cohort	37.77	-122.42	USA	SF20	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
Worobey2016	2016	10.1038/nature19827	New York Cohort	40.69	-73.98	USA	NYC7	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
Worobey2016	2016	10.1038/nature19827	New York Cohort	40.69	-73.98	USA	NYC16	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
Worobey2016	2016	10.1038/nature19827	New York Cohort	40.69	-73.98	USA	NYC12	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
Worobey2016	2016	10.1038/nature19827	New York Cohort	40.69	-73.98	USA	NYC4	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
Worobey2016	2016	10.1038/nature19827	New York Cohort	40.69	-73.98	USA	Patient0 (PZconservative040513)	Homo sapiens	100	10.1038/nature19827	virus	Human immunodeficiency virus 1	blood	chromosome	NA	Dryad	consensus	10.5061/dryad.7mv7v
deDios2019	2019	10.1099/mgen.0.000289	Sant Jaume d’Enveja	40.705	0.727	Spain	Ebro-1944	Homo sapiens	100	10.1099/mgen.0.000289	eukaryota	Plasmodium falciparum	blood	chromosome	NA	ENA	raw	ERS3369379,ERS3369380,ERS3369382,ERS3369383	ERR3280967	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3280967/ERR3280967.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3280967/ERR3280967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3280967/ERR3280967_2.fastq.gz
Schuenemann2011	2011	10.1073/pnas.1105107108	East Smithfield Cemetery	51.508	-0.069	United Kingdom	ES 1-5	Homo sapiens	600	10.1073/pnas.1105107108	bacteria	Yersinia pestis	tooth	organelle	NA	GenBank	consensus	HE576987
Duggan2020	2020	10.1186/s13059-020-02079-z	Mütter Museum, College of Physicians of Philadelphia	39.953	-75.176	USA	VK01	Homo sapiens	100	10.1186/s13059-020-02079-z	virus	Vaccinia virus	bodily fluid material	chromosome	NA	SRA	raw,consensus	SRS5298897	SRR10010568,SRR10010569,SRR10010570,SRR10010571,SRR10010572	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/068/SRR10010568/SRR10010568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/068/SRR10010568/SRR10010568_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/069/SRR10010569/SRR10010569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/069/SRR10010569/SRR10010569_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/070/SRR10010570/SRR10010570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/070/SRR10010570/SRR10010570_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/071/SRR10010571/SRR10010571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/071/SRR10010571/SRR10010571_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/072/SRR10010572/SRR10010572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/072/SRR10010572/SRR10010572_2.fastq.gz
Duggan2020	2020	10.1186/s13059-020-02079-z	Mütter Museum, College of Physicians of Philadelphia	39.953	-75.176	USA	VK02	Homo sapiens	100	10.1186/s13059-020-02079-z	virus	Vaccinia virus	bodily fluid material	chromosome	NA	SRA	raw	SRS5298896	SRR10010573,SRR10010574,SRR10010575,SRR10010576	PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/073/SRR10010573/SRR10010573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/073/SRR10010573/SRR10010573_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/074/SRR10010574/SRR10010574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/074/SRR10010574/SRR10010574_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/075/SRR10010575/SRR10010575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/075/SRR10010575/SRR10010575_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/076/SRR10010576/SRR10010576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/076/SRR10010576/SRR10010576_2.fastq.gz
Duggan2020	2020	10.1186/s13059-020-02079-z	Mütter Museum, College of Physicians of Philadelphia	39.953	-75.176	USA	VK05	Homo sapiens	100	10.1186/s13059-020-02079-z	virus	Vaccinia virus	bodily fluid material	chromosome	NA	SRA	raw	SRS5298895	SRR10010577,SRR10010582,SRR10010583	PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/077/SRR10010577/SRR10010577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/077/SRR10010577/SRR10010577_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/082/SRR10010582/SRR10010582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/082/SRR10010582/SRR10010582_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/083/SRR10010583/SRR10010583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/083/SRR10010583/SRR10010583_2.fastq.gz
Duggan2020	2020	10.1186/s13059-020-02079-z	Mütter Museum, College of Physicians of Philadelphia	39.953	-75.176	USA	VK08	Homo sapiens	100	10.1186/s13059-020-02079-z	virus	Vaccinia virus	bodily fluid material	chromosome	NA	SRA	raw	SRS5298894	SRR10010578,SRR10010579,SRR10010584,SRR10010585	PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/078/SRR10010578/SRR10010578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/078/SRR10010578/SRR10010578_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/079/SRR10010579/SRR10010579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/079/SRR10010579/SRR10010579_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/084/SRR10010584/SRR10010584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/084/SRR10010584/SRR10010584_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/085/SRR10010585/SRR10010585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/085/SRR10010585/SRR10010585_2.fastq.gz
Duggan2020	2020	10.1186/s13059-020-02079-z	Mütter Museum, College of Physicians of Philadelphia	39.953	-75.176	USA	VK12	Homo sapiens	100	10.1186/s13059-020-02079-z	virus	Vaccinia virus	medical instrument	chromosome	NA	SRA	raw	SRS5298893	SRR10010580,SRR10010581,SRR10010586	PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/080/SRR10010580/SRR10010580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/080/SRR10010580/SRR10010580_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/081/SRR10010581/SRR10010581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/081/SRR10010581/SRR10010581_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/086/SRR10010586/SRR10010586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/086/SRR10010586/SRR10010586_2.fastq.gz
Namouchi2018	2018	10.1073/pnas.1812865115	Abbadia San Salvatore 	42.88	11.676	Italy	BSS31	Homo sapiens	600	10.1073/pnas.1812865115	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS2865269	ERR2862152,ERR2862153	PAIRED,PAIRED	,ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/003/ERR2862153/ERR2862153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/003/ERR2862153/ERR2862153_2.fastq.gz
Namouchi2018	2018	10.1073/pnas.1812865115	Saint-Laurent-de-la-Cabrerisse	43.087	2.72	France	SLC1006	Homo sapiens	600	10.1073/pnas.1812865115	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS2865271	ERR2862150,ERR2862151	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/000/ERR2862150/ERR2862150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/000/ERR2862150/ERR2862150_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/001/ERR2862151/ERR2862151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/001/ERR2862151/ERR2862151_2.fastq.gz
Namouchi2018	2018	10.1073/pnas.1812865115	St Nicolay and St Clement	59.904	10.765	Norway	OSL1	Homo sapiens	600	10.1073/pnas.1812865115	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS2865270	ERR2862148,ERR2862149	PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/008/ERR2862148/ERR2862148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/008/ERR2862148/ERR2862148_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/009/ERR2862149/ERR2862149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/009/ERR2862149/ERR2862149_2.fastq.gz
Namouchi2018	2018	10.1073/pnas.1812865115	Bergen op Zoom	51.494	4.287	Netherlands	Ber45	Homo sapiens	600	10.1073/pnas.1812865115	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS2865268	ERR2862147	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/007/ERR2862147/ERR2862147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/007/ERR2862147/ERR2862147_2.fastq.gz
Namouchi2018	2018	10.1073/pnas.1812865115	Bergen op Zoom	51.494	4.287	Netherlands	Ber37	Homo sapiens	600	10.1073/pnas.1812865115	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS2865267	ERR2862146	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/006/ERR2862146/ERR2862146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR286/006/ERR2862146/ERR2862146_2.fastq.gz
Spyrou2016	2016	10.1016/j.chom.2016.05.012	Sants Màrtirs Just i Pastor	41.382	2.178	Spain	Barcelona_3031	Homo sapiens	600	10.1016/j.chom.2016.05.012	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS1124787	ERR1368878	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/008/ERR1368878/ERR1368878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/008/ERR1368878/ERR1368878_2.fastq.gz
Spyrou2016	2016	10.1016/j.chom.2016.05.012	Ust-Jerusalem necropolis 	54.967	49.034	Russia	Bolgar_2370	Homo sapiens	600	10.1016/j.chom.2016.05.012	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS1124788	ERR1368865,ERR1368866,ERR1368867,ERR1368868	PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/005/ERR1368865/ERR1368865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/005/ERR1368865/ERR1368865_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/006/ERR1368866/ERR1368866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/006/ERR1368866/ERR1368866_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/007/ERR1368867/ERR1368867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/007/ERR1368867/ERR1368867_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/008/ERR1368868/ERR1368868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/008/ERR1368868/ERR1368868_2.fastq.gz
Spyrou2016	2016	10.1016/j.chom.2016.05.012	“Marktplatz” Ellwangen 	48.962	10.131	Germany	Ellwangen 549_O	Homo sapiens	400	10.1016/j.chom.2016.05.012	bacteria	Yersinia pestis	tooth	chromosome	NA	ENA	raw	ERS1124790,ERS1124789	ERR1368869,ERR1368870,ERR1368871,ERR1368872,ERR1368873,ERR1368874,ERR1368875,ERR1368876,ERR1368877	PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/009/ERR1368869/ERR1368869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/009/ERR1368869/ERR1368869_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/000/ERR1368870/ERR1368870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/000/ERR1368870/ERR1368870_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/001/ERR1368871/ERR1368871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/001/ERR1368871/ERR1368871_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/002/ERR1368872/ERR1368872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/002/ERR1368872/ERR1368872_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/003/ERR1368873/ERR1368873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/003/ERR1368873/ERR1368873_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/004/ERR1368874/ERR1368874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/004/ERR1368874/ERR1368874_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/005/ERR1368875/ERR1368875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/005/ERR1368875/ERR1368875_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/006/ERR1368876/ERR1368876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/006/ERR1368876/ERR1368876_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/007/ERR1368877/ERR1368877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR136/007/ERR1368877/ERR1368877_2.fastq.gz
Martin2013	2013	10.1038/ncomms3172	Audernade	50.86	3.63	Belgium	Pi1845A	Solanum tuberosum	100	10.1038/ncomms3172	eukaryota	Phytophthora infestans	leaf	chromosome	NA	SRA	raw	ERS258003	ERR299534,ERR299535,ERR299536,ERR299537,ERR299538,ERR299565,ERR299566,ERR299567,ERR299568	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299534/ERR299534.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299535/ERR299535.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299536/ERR299536.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299537/ERR299537.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299538/ERR299538.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299565/ERR299565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299565/ERR299565_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299566/ERR299566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299566/ERR299566_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299567/ERR299567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299567/ERR299567_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299568/ERR299568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299568/ERR299568_2.fastq.gz
Martin2013	2013	10.1038/ncomms3172	Unknown	51.52	-0.13	United Kingdom	Pi1845B	Solanum tuberosum	100	10.1038/ncomms3172	eukaryota	Phytophthora infestans	leaf	chromosome	NA	SRA	raw	ERS258004	ERR299539,ERR299540,ERR299541,ERR299542,ERR299543,ERR299569,ERR299570,ERR299571,ERR299573	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299539/ERR299539.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299540/ERR299540.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299541/ERR299541.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299542/ERR299542.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299543/ERR299543.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299569/ERR299569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299569/ERR299569_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299570/ERR299570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299570/ERR299570_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299571/ERR299571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299571/ERR299571_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299573/ERR299573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299573/ERR299573_2.fastq.gz
Martin2013	2013	10.1038/ncomms3172	Skårop	55.09	10.69	Denmark	Pi1876	Solanum tuberosum	100	10.1038/ncomms3172	eukaryota	Phytophthora infestans	leaf	chromosome	NA	SRA	raw	ERS258005	ERR299544,ERR299545,ERR299546,ERR299547,ERR299548,ERR299575,ERR299577,ERR299579,ERR299581	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299544/ERR299544.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299545/ERR299545.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299546/ERR299546.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299547/ERR299547.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299548/ERR299548.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299575/ERR299575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299575/ERR299575_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299577/ERR299577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299577/ERR299577_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299579/ERR299579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299579/ERR299579_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299581/ERR299581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299581/ERR299581_2.fastq.gz
Martin2013	2013	10.1038/ncomms3172	Stockholm	59.33	18.07	Sweden	Pi1882	Solanum tuberosum	100	10.1038/ncomms3172	eukaryota	Phytophthora infestans	leaf	chromosome	NA	SRA	raw	ERS258006	ERR299549,ERR299550,ERR299551,ERR299552,ERR299553,ERR299554,ERR299555,ERR299583,ERR299585,ERR299587,ERR299589,ERR299591,ERR299593	SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,SINGLE,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED,PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299549/ERR299549.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299550/ERR299550.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299551/ERR299551.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299552/ERR299552.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299553/ERR299553.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299554/ERR299554.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299555/ERR299555.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299583/ERR299583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299583/ERR299583_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299585/ERR299585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299585/ERR299585_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299587/ERR299587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299587/ERR299587_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299589/ERR299589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299589/ERR299589_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299591/ERR299591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299591/ERR299591_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299593/ERR299593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR299/ERR299593/ERR299593_2.fastq.gz
